"ide_entrada","ide_portaria","des_portaria","tim_entrada","data_entrada","hora_minuto_entrada","ide_destino","desdestinoGenerico"
2063468,2,Anexo II - A,2025-10-28 15:11:25.757,28/10/2025,"15:11",,cdh
2063469,3,Anexo III,2025-10-28 15:11:50.540,28/10/2025,"15:11",,Dep. Zé Neto- Anexo: 3 Gabinete: 986
2063470,2,Anexo II - A,2025-10-28 15:11:50.983,28/10/2025,"15:11",5,Plenário 5
2063471,3,Anexo III,2025-10-28 15:11:53.800,28/10/2025,"15:11",,COMISSÃO 
2063472,2,Anexo II - A,2025-10-28 15:11:57.637,28/10/2025,"15:11",5,Plenário 5
2063461,4,Anexo IV - A,2025-10-28 15:11:11.437,28/10/2025,"15:11",,Dep. Lêda Borges- Anexo: 4 Gabinete: 742
2063462,3,Anexo III,2025-10-28 15:11:11.500,28/10/2025,"15:11",,comissões
2063463,2,Anexo II - A,2025-10-28 15:11:18.290,28/10/2025,"15:11",5,Plenário 5
2063464,4,Anexo IV - A,2025-10-28 15:11:19.540,28/10/2025,"15:11",,Dep. Lêda Borges- Anexo: 4 Gabinete: 742
2063465,2,Anexo II - A,2025-10-28 15:11:21.953,28/10/2025,"15:11",8,Plenário 8
2063466,2,Anexo II - A,2025-10-28 15:11:22.630,28/10/2025,"15:11",14,Plenário 14
2063455,1,Anexo I,2025-10-28 15:10:41.957,28/10/2025,"15:10",,Liderança do PL
2063456,4,Anexo IV - A,2025-10-28 15:10:47.247,28/10/2025,"15:10",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2063457,4,Anexo IV - A,2025-10-28 15:10:53.563,28/10/2025,"15:10",,Dep. Lêda Borges- Anexo: 4 Gabinete: 742
2063458,3,Anexo III,2025-10-28 15:11:03.433,28/10/2025,"15:11",,COMISSÕES 
2063459,4,Anexo IV - A,2025-10-28 15:11:06.787,28/10/2025,"15:11",,Dep. Lêda Borges- Anexo: 4 Gabinete: 742
2063460,3,Anexo III,2025-10-28 15:11:10.490,28/10/2025,"15:11",,Dep. Zé Neto- Anexo: 3 Gabinete: 986
2063449,2,Anexo II - A,2025-10-28 15:09:49.280,28/10/2025,"15:09",,Liderança União Brasi
2063450,2,Anexo II - A,2025-10-28 15:10:02.880,28/10/2025,"15:10",,COMISSOES
2063451,3,Anexo III,2025-10-28 15:10:09.617,28/10/2025,"15:10",,LIDERANÇA PL
2063452,3,Anexo III,2025-10-28 15:10:21.550,28/10/2025,"15:10",22,DEMED
2063453,2,Anexo II - A,2025-10-28 15:10:34.780,28/10/2025,"15:10",,tv
2063454,3,Anexo III,2025-10-28 15:10:41.787,28/10/2025,"15:10",,Dep. Zé Neto- Anexo: 3 Gabinete: 986
2063443,2,Anexo II - A,2025-10-28 15:08:42.523,28/10/2025,"15:08",,COMISSOES
2063444,4,Anexo IV - A,2025-10-28 15:08:49.450,28/10/2025,"15:08",,Dep. Glauber Braga- Anexo: 4 Gabinete: 362
2063445,3,Anexo III,2025-10-28 15:08:49.993,28/10/2025,"15:08",,BANHEIRO
2063446,2,Anexo II - A,2025-10-28 15:09:01.190,28/10/2025,"15:09",5,Plenário 5
2063447,3,Anexo III,2025-10-28 15:09:27.180,28/10/2025,"15:09",,DEMED
2063448,4,Anexo IV - A,2025-10-28 15:09:43.427,28/10/2025,"15:09",,secom
2063437,4,Anexo IV - A,2025-10-28 15:07:37.833,28/10/2025,"15:07",,Dep. Fausto Pinato- Anexo: 4 Gabinete: 562
2063438,2,Anexo II - A,2025-10-28 15:07:49.770,28/10/2025,"15:07",,CCJ
2063439,2,Anexo II - A,2025-10-28 15:07:52.583,28/10/2025,"15:07",,liderança do PT
2063440,4,Anexo IV - A,2025-10-28 15:08:04.777,28/10/2025,"15:08",,Dep. Fausto Pinato- Anexo: 4 Gabinete: 562
2063441,2,Anexo II - A,2025-10-28 15:08:29.680,28/10/2025,"15:08",3,Plenário 3
2063442,2,Anexo II - A,2025-10-28 15:08:33.183,28/10/2025,"15:08",11,Plenário 11
2063431,3,Anexo III,2025-10-28 15:06:53.927,28/10/2025,"15:06",,Dep. Yandra Moura- Anexo: 3 Gabinete: 475
2063432,3,Anexo III,2025-10-28 15:06:56.897,28/10/2025,"15:06",,Dep. Bacelar- Anexo: 3 Gabinete: 783
2063433,2,Anexo II - A,2025-10-28 15:07:02.437,28/10/2025,"15:07",,Liderança Governo
2063434,2,Anexo II - A,2025-10-28 15:07:05.700,28/10/2025,"15:07",,liderança PSD
2063435,2,Anexo II - A,2025-10-28 15:07:17.963,28/10/2025,"15:07",,LID GOVERNO
2063436,4,Anexo IV - A,2025-10-28 15:07:37.663,28/10/2025,"15:07",,Dep. Ricardo Maia- Anexo: 4 Gabinete: 805
2063424,4,Anexo IV - A,2025-10-28 15:05:55.757,28/10/2025,"15:05",,Dep. Waldenor Pereira- Anexo: 4 Gabinete: 954
2063425,4,Anexo IV - A,2025-10-28 15:05:56.263,28/10/2025,"15:05",,Dep. Waldenor Pereira- Anexo: 4 Gabinete: 954
2063426,4,Anexo IV - A,2025-10-28 15:05:59.307,28/10/2025,"15:05",25,Restaurante SENAC
2063428,4,Anexo IV - A,2025-10-28 15:06:05.670,28/10/2025,"15:06",,Dep. Waldenor Pereira- Anexo: 4 Gabinete: 954
2063429,5,Chapelaria,2025-10-28 15:06:24.333,28/10/2025,"15:06",,lideraça do pt
2063430,3,Anexo III,2025-10-28 15:06:52.123,28/10/2025,"15:06",,Dep. Yandra Moura- Anexo: 3 Gabinete: 475
2063418,3,Anexo III,2025-10-28 15:05:01.910,28/10/2025,"15:05",4,Plenário 4
2063419,5,Chapelaria,2025-10-28 15:05:18.777,28/10/2025,"15:05",,LIDERANÇA DO PT
2063420,5,Chapelaria,2025-10-28 15:05:34.947,28/10/2025,"15:05",,lideraça do pt
2063421,2,Anexo II - A,2025-10-28 15:05:41.993,28/10/2025,"15:05",3,Plenário 3
2063422,4,Anexo IV - A,2025-10-28 15:05:42.593,28/10/2025,"15:05",25,Restaurante SENAC
2063423,5,Chapelaria,2025-10-28 15:05:51.203,28/10/2025,"15:05",,LIDERANÇA DO PT
2063411,4,Anexo IV - A,2025-10-28 15:04:19.580,28/10/2025,"15:04",,Podemos 
2063412,4,Anexo IV - A,2025-10-28 15:04:24.447,28/10/2025,"15:04",,Dep. Luis Tibé- Anexo: 4 Gabinete: 632
2063413,4,Anexo IV - A,2025-10-28 15:04:31.850,28/10/2025,"15:04",25,Restaurante SENAC
2063414,3,Anexo III,2025-10-28 15:04:32.743,28/10/2025,"15:04",,LID GOVERNO 
2063415,2,Anexo II - A,2025-10-28 15:04:37.240,28/10/2025,"15:04",,COMISSOES
2063416,4,Anexo IV - A,2025-10-28 15:04:43.573,28/10/2025,"15:04",23,Banco do Brasil
2063404,8,Anexo IV - G,2025-10-28 15:03:54.003,28/10/2025,"15:03",23,Banco do Brasil
2063405,4,Anexo IV - A,2025-10-28 15:03:55.613,28/10/2025,"15:03",,Dep. Lindbergh Farias- Anexo: 4 Gabinete: 227
2063406,4,Anexo IV - A,2025-10-28 15:04:03.910,28/10/2025,"15:04",,Dep. Lindbergh Farias- Anexo: 4 Gabinete: 227
2063407,2,Anexo II - A,2025-10-28 15:04:08.560,28/10/2025,"15:04",11,Plenário 11
2063409,3,Anexo III,2025-10-28 15:04:14.117,28/10/2025,"15:04",,lid.governo
2063410,2,Anexo II - A,2025-10-28 15:04:17.400,28/10/2025,"15:04",19,Biblioteca - CEDI
2063398,8,Anexo IV - G,2025-10-28 15:03:22.203,28/10/2025,"15:03",,Dep. Joaquim Passarinho- Anexo: 4 Gabinete: 334
2063399,2,Anexo II - A,2025-10-28 15:03:24.733,28/10/2025,"15:03",,Dep. Pastor Henrique Vieira- Anexo: 3 Gabinete: 882
2063400,4,Anexo IV - A,2025-10-28 15:03:25.480,28/10/2025,"15:03",,Dep. Detinha- Anexo: 4 Gabinete: 714
2063401,2,Anexo II - A,2025-10-28 15:03:32.130,28/10/2025,"15:03",1,Plenário 1
2063402,4,Anexo IV - A,2025-10-28 15:03:32.667,28/10/2025,"15:03",,Dep. Pezenti- Anexo: 4 Gabinete: 801
2063403,2,Anexo II - A,2025-10-28 15:03:39.283,28/10/2025,"15:03",4,Plenário 4
2063392,4,Anexo IV - A,2025-10-28 15:02:48.530,28/10/2025,"15:02",24,Caixa Econômica
2063393,4,Anexo IV - A,2025-10-28 15:02:58.100,28/10/2025,"15:02",,Dep. Cobalchini- Anexo: 4 Gabinete: 358
2063394,4,Anexo IV - A,2025-10-28 15:02:59.657,28/10/2025,"15:02",,LIDERANÇA - MDB
2063395,4,Anexo IV - A,2025-10-28 15:03:02.433,28/10/2025,"15:03",,Dep. Cobalchini- Anexo: 4 Gabinete: 358
2063396,2,Anexo II - A,2025-10-28 15:03:08.893,28/10/2025,"15:03",,liderança do podemos
2063397,4,Anexo IV - A,2025-10-28 15:03:16.120,28/10/2025,"15:03",,Dep. Zé Neto- Anexo: 3 Gabinete: 986
2063386,2,Anexo II - A,2025-10-28 15:02:02.977,28/10/2025,"15:02",,liderança MDB
2063387,5,Chapelaria,2025-10-28 15:02:34.330,28/10/2025,"15:02",56,Terceira Secretaria
2063388,4,Anexo IV - A,2025-10-28 15:02:41.167,28/10/2025,"15:02",,Dep. Aureo Ribeiro- Anexo: 4 Gabinete: 212
2063389,2,Anexo II - A,2025-10-28 15:02:43.827,28/10/2025,"15:02",,LID PODEMOS
2063390,3,Anexo III,2025-10-28 15:02:45.603,28/10/2025,"15:02",13,Plenário 13
2063391,2,Anexo II - A,2025-10-28 15:02:47.910,28/10/2025,"15:02",,Liderança Podemos
2063380,3,Anexo III,2025-10-28 15:01:25.593,28/10/2025,"15:01",14,Plenário 14
2063381,8,Anexo IV - G,2025-10-28 15:01:34.467,28/10/2025,"15:01",,Dep. Silvia Cristina- Anexo: 4 Gabinete: 524
2063382,4,Anexo IV - A,2025-10-28 15:01:34.757,28/10/2025,"15:01",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2063383,4,Anexo IV - A,2025-10-28 15:01:46.507,28/10/2025,"15:01",,Dep. Alice Portugal- Anexo: 4 Gabinete: 420
2063384,4,Anexo IV - A,2025-10-28 15:01:51.307,28/10/2025,"15:01",23,Banco do Brasil
2063385,2,Anexo II - A,2025-10-28 15:02:02.097,28/10/2025,"15:02",,Comissão Especial
2063374,3,Anexo III,2025-10-28 15:00:50.880,28/10/2025,"15:00",,Dep. Prof. Reginaldo Veras- Anexo: 3 Gabinete: 293
2063375,4,Anexo IV - A,2025-10-28 15:00:57.090,28/10/2025,"15:00",,Dep. Rafael Prudente- Anexo: 4 Gabinete: 260
2063376,4,Anexo IV - A,2025-10-28 15:01:08.367,28/10/2025,"15:01",,Dep. Reginaldo Lopes- Anexo: 4 Gabinete: 426
2063377,2,Anexo II - A,2025-10-28 15:01:17.953,28/10/2025,"15:01",19,Biblioteca - CEDI
2063378,4,Anexo IV - A,2025-10-28 15:01:22.440,28/10/2025,"15:01",,Dep. Fausto Pinato- Anexo: 4 Gabinete: 562
2063379,2,Anexo II - A,2025-10-28 15:01:25.363,28/10/2025,"15:01",14,Plenário 14
2063367,4,Anexo IV - A,2025-10-28 15:00:22.787,28/10/2025,"15:00",,Dep. Carla Dickson- Anexo: 4 Gabinete: 656
2063368,4,Anexo IV - A,2025-10-28 15:00:27.560,28/10/2025,"15:00",,Dep. Rafael Prudente- Anexo: 4 Gabinete: 260
2063369,8,Anexo IV - G,2025-10-28 15:00:30.993,28/10/2025,"15:00",25,Restaurante SENAC
2063370,1,Anexo I,2025-10-28 15:00:32.603,28/10/2025,"15:00",,Liderança do MDB
2063371,4,Anexo IV - A,2025-10-28 15:00:36.007,28/10/2025,"15:00",,Dep. Rafael Prudente- Anexo: 4 Gabinete: 260
2063372,4,Anexo IV - A,2025-10-28 15:00:47.153,28/10/2025,"15:00",,Prudente
2063361,5,Chapelaria,2025-10-28 14:59:44.820,28/10/2025,"14:59",,Dep. Daniel Freitas- Anexo: 3 Gabinete: 194
2063362,4,Anexo IV - A,2025-10-28 14:59:53.987,28/10/2025,"14:59",,Dep. Rafael Prudente- Anexo: 4 Gabinete: 260
2063363,4,Anexo IV - A,2025-10-28 15:00:04.567,28/10/2025,"15:00",,Dep. Fausto Pinato- Anexo: 4 Gabinete: 562
2063364,2,Anexo II - A,2025-10-28 15:00:08.187,28/10/2025,"15:00",,COMISSOES
2063365,3,Anexo III,2025-10-28 15:00:12.367,28/10/2025,"15:00",,Dep. Prof. Reginaldo Veras- Anexo: 3 Gabinete: 293
2063366,4,Anexo IV - A,2025-10-28 15:00:16.513,28/10/2025,"15:00",,Dep. Rafael Prudente- Anexo: 4 Gabinete: 260
2063355,5,Chapelaria,2025-10-28 14:58:59.703,28/10/2025,"14:58",11,Plenário 11
2063356,4,Anexo IV - A,2025-10-28 14:59:03.430,28/10/2025,"14:59",,Dep. Rafael Prudente- Anexo: 4 Gabinete: 260
2063357,5,Chapelaria,2025-10-28 14:59:12.547,28/10/2025,"14:59",,plenario 11
2063358,4,Anexo IV - A,2025-10-28 14:59:26.510,28/10/2025,"14:59",,Dep. Ana Paula Leão- Anexo: 4 Gabinete: 658
2063359,8,Anexo IV - G,2025-10-28 14:59:28.927,28/10/2025,"14:59",20,Restaurante
2063360,4,Anexo IV - A,2025-10-28 14:59:40.540,28/10/2025,"14:59",,Dep. Carla Dickson- Anexo: 4 Gabinete: 656
2063349,4,Anexo IV - A,2025-10-28 14:57:54.577,28/10/2025,"14:57",,Dep. Danilo Forte- Anexo: 4 Gabinete: 219
2063350,2,Anexo II - A,2025-10-28 14:57:59.247,28/10/2025,"14:57",,Dep. Coronel Meira- Anexo: 3 Gabinete: 474
2063351,5,Chapelaria,2025-10-28 14:58:14.807,28/10/2025,"14:58",29,Salão Verde
2063352,4,Anexo IV - A,2025-10-28 14:58:17.813,28/10/2025,"14:58",,Dep. Joseildo Ramos- Anexo: 4 Gabinete: 728
2063353,4,Anexo IV - A,2025-10-28 14:58:26.060,28/10/2025,"14:58",38,Protocolo Geral
2063354,2,Anexo II - A,2025-10-28 14:58:26.840,28/10/2025,"14:58",10,Plenário 10
2063343,2,Anexo II - A,2025-10-28 14:57:21.280,28/10/2025,"14:57",7,Plenário 7
2063344,4,Anexo IV - A,2025-10-28 14:57:26.650,28/10/2025,"14:57",,Dep. Julio Lopes- Anexo: 4 Gabinete: 428
2063345,2,Anexo II - A,2025-10-28 14:57:32.537,28/10/2025,"14:57",9,Plenário 9
2063346,4,Anexo IV - A,2025-10-28 14:57:44.960,28/10/2025,"14:57",,Dep. Joseildo Ramos- Anexo: 4 Gabinete: 728
2063347,4,Anexo IV - A,2025-10-28 14:57:45.430,28/10/2025,"14:57",,Dep. Greyce Elias- Anexo: 4 Gabinete: 340
2063348,2,Anexo II - A,2025-10-28 14:57:50.883,28/10/2025,"14:57",,Dep. Daniela Reinehr- Anexo: 3 Gabinete: 677
2063335,2,Anexo II - A,2025-10-28 14:56:21.870,28/10/2025,"14:56",,Liderança  PSD
2063336,2,Anexo II - A,2025-10-28 14:56:49.880,28/10/2025,"14:56",,Dep. Giovani Cherini- Anexo: 3 Gabinete: 872
2063337,2,Anexo II - A,2025-10-28 14:56:53.030,28/10/2025,"14:56",,Dep. Giovani Cherini- Anexo: 3 Gabinete: 872
2063338,2,Anexo II - A,2025-10-28 14:56:54.300,28/10/2025,"14:56",,Dep. Giovani Cherini- Anexo: 3 Gabinete: 872
2063340,4,Anexo IV - A,2025-10-28 14:57:00.463,28/10/2025,"14:57",,Dep. Lindbergh Farias- Anexo: 4 Gabinete: 227
2063341,2,Anexo II - A,2025-10-28 14:57:01.713,28/10/2025,"14:57",,Dep. Giovani Cherini- Anexo: 3 Gabinete: 872
2063329,5,Chapelaria,2025-10-28 14:55:27.720,28/10/2025,"14:55",,PSDB
2063330,3,Anexo III,2025-10-28 14:55:36.167,28/10/2025,"14:55",,LIDERANÇA SOLIDARIEDA
2063331,3,Anexo III,2025-10-28 14:55:38.643,28/10/2025,"14:55",22,DEMED
2063332,2,Anexo II - A,2025-10-28 14:55:42.600,28/10/2025,"14:55",,COMISSOES
2063333,3,Anexo III,2025-10-28 14:56:01.463,28/10/2025,"14:56",,Dep. Daniela Reinehr- Anexo: 3 Gabinete: 677
2063334,2,Anexo II - A,2025-10-28 14:56:19.313,28/10/2025,"14:56",,LID PL
2063323,3,Anexo III,2025-10-28 14:54:16.287,28/10/2025,"14:54",3,Plenário 3
2063324,4,Anexo IV - A,2025-10-28 14:54:30.970,28/10/2025,"14:54",,Dep. Ismael- Anexo: 4 Gabinete: 325
2063325,4,Anexo IV - A,2025-10-28 14:54:33.757,28/10/2025,"14:54",,Dep. Ismael- Anexo: 4 Gabinete: 325
2063326,4,Anexo IV - A,2025-10-28 14:54:51.340,28/10/2025,"14:54",,Dep. Dr. Ismael Alexandrino- Anexo: 4 Gabinete: 854
2063327,4,Anexo IV - A,2025-10-28 14:55:07.250,28/10/2025,"14:55",,Dep. Julio Cesar Ribeiro- Anexo: 4 Gabinete: 328
2063328,4,Anexo IV - A,2025-10-28 14:55:16.490,28/10/2025,"14:55",,Dep. Ismael- Anexo: 4 Gabinete: 325
2063317,4,Anexo IV - A,2025-10-28 14:53:21.947,28/10/2025,"14:53",,Dep. José Rocha- Anexo: 4 Gabinete: 908
2063318,4,Anexo IV - A,2025-10-28 14:53:24.950,28/10/2025,"14:53",,Dep. Daniel Almeida- Anexo: 4 Gabinete: 317
2063319,2,Anexo II - A,2025-10-28 14:53:31.513,28/10/2025,"14:53",,Dep. Domingos Neto- Anexo: 4 Gabinete: 546
2063320,4,Anexo IV - A,2025-10-28 14:53:47.810,28/10/2025,"14:53",,Dep. José Rocha- Anexo: 4 Gabinete: 908
2063321,3,Anexo III,2025-10-28 14:54:10.387,28/10/2025,"14:54",66,DAS
2063322,8,Anexo IV - G,2025-10-28 14:54:14.563,28/10/2025,"14:54",,LIDERANÇA SOLIDARIEDA
2063311,2,Anexo II - A,2025-10-28 14:52:14.830,28/10/2025,"14:52",,LiderançA PT
2063312,4,Anexo IV - A,2025-10-28 14:52:16.403,28/10/2025,"14:52",,Dep. Paulo Magalhães- Anexo: 4 Gabinete: 903
2063313,4,Anexo IV - A,2025-10-28 14:52:19.090,28/10/2025,"14:52",,Dep. Dagoberto Nogueira- Anexo: 4 Gabinete: 522
2063314,4,Anexo IV - A,2025-10-28 14:52:29.377,28/10/2025,"14:52",,Dep. Daniel Almeida- Anexo: 4 Gabinete: 317
2063315,3,Anexo III,2025-10-28 14:52:54.983,28/10/2025,"14:52",3,Plenário 3
2063316,3,Anexo III,2025-10-28 14:52:59.430,28/10/2025,"14:52",,Dep. Daniela Reinehr- Anexo: 3 Gabinete: 677
2063305,4,Anexo IV - A,2025-10-28 14:51:45.883,28/10/2025,"14:51",,Dep. Dagoberto Nogueira- Anexo: 4 Gabinete: 522
2063306,4,Anexo IV - A,2025-10-28 14:51:49.597,28/10/2025,"14:51",,Dep. Dagoberto Nogueira- Anexo: 4 Gabinete: 522
2063307,3,Anexo III,2025-10-28 14:52:10.697,28/10/2025,"14:52",,Dep. Daniela Reinehr- Anexo: 3 Gabinete: 677
2063308,4,Anexo IV - A,2025-10-28 14:52:11.727,28/10/2025,"14:52",,Dep. André Figueiredo- Anexo: 4 Gabinete: 940
2063309,1,Anexo I,2025-10-28 14:52:14.153,28/10/2025,"14:52",,Liderança do PL
2063310,4,Anexo IV - A,2025-10-28 14:52:14.593,28/10/2025,"14:52",,Dep. Dagoberto Nogueira- Anexo: 4 Gabinete: 522
2063299,3,Anexo III,2025-10-28 14:50:53.060,28/10/2025,"14:50",,TAQUIGRAFIA
2063300,2,Anexo II - A,2025-10-28 14:50:59.633,28/10/2025,"14:50",,liderança do pt
2063301,2,Anexo II - A,2025-10-28 14:51:06.950,28/10/2025,"14:51",40,Primeira Secretaria
2063302,5,Chapelaria,2025-10-28 14:51:18.010,28/10/2025,"14:51",,DG
2063303,5,Chapelaria,2025-10-28 14:51:23.467,28/10/2025,"14:51",,dg
2063304,2,Anexo II - A,2025-10-28 14:51:29.950,28/10/2025,"14:51",,LID PT
2063293,5,Chapelaria,2025-10-28 14:48:56.087,28/10/2025,"14:48",,LIDERANÇA DO PT
2063294,3,Anexo III,2025-10-28 14:49:11.397,28/10/2025,"14:49",22,DEMED
2063295,4,Anexo IV - A,2025-10-28 14:49:48.393,28/10/2025,"14:49",,Dep. Zé Vitor- Anexo: 4 Gabinete: 525
2063296,3,Anexo III,2025-10-28 14:50:10.970,28/10/2025,"14:50",,Dep. Pedro Paulo- Anexo: 4 Gabinete: 727
2063297,2,Anexo II - A,2025-10-28 14:50:47.740,28/10/2025,"14:50",,LID PT
2063298,2,Anexo II - A,2025-10-28 14:50:48.667,28/10/2025,"14:50",,Liderança PT
2063287,4,Anexo IV - A,2025-10-28 14:48:03.413,28/10/2025,"14:48",,Dep. Ana Paula Lima- Anexo: 4 Gabinete: 206
2063288,5,Chapelaria,2025-10-28 14:48:06.827,28/10/2025,"14:48",,lideraça do pt
2063289,4,Anexo IV - A,2025-10-28 14:48:16.823,28/10/2025,"14:48",,Dep. Ana Paula Leão- Anexo: 4 Gabinete: 658
2063290,2,Anexo II - A,2025-10-28 14:48:37.937,28/10/2025,"14:48",14,Plenário 14
2063291,2,Anexo II - A,2025-10-28 14:48:43.287,28/10/2025,"14:48",,COMISSOES
2063292,4,Anexo IV - A,2025-10-28 14:48:55.097,28/10/2025,"14:48",,Dep. Tião Medeiros- Anexo: 4 Gabinete: 942
2063281,4,Anexo IV - A,2025-10-28 14:46:19.700,28/10/2025,"14:46",,Dep. Orlando Silva- Anexo: 4 Gabinete: 217
2063282,1,Anexo I,2025-10-28 14:46:50.470,28/10/2025,"14:46",,Sindilegis
2063283,2,Anexo II - A,2025-10-28 14:46:53.377,28/10/2025,"14:46",,CFT
2063284,2,Anexo II - A,2025-10-28 14:47:12.300,28/10/2025,"14:47",,COMISSOES
2063285,2,Anexo II - A,2025-10-28 14:47:30.463,28/10/2025,"14:47",8,Plenário 8
2063286,1,Anexo I,2025-10-28 14:47:52.627,28/10/2025,"14:47",,Sindilegis
2063274,2,Anexo II - A,2025-10-28 14:45:34.907,28/10/2025,"14:45",,CFT
2063275,4,Anexo IV - A,2025-10-28 14:45:36.973,28/10/2025,"14:45",,Dep. Igor Timo- Anexo: 4 Gabinete: 726
2063276,4,Anexo IV - A,2025-10-28 14:45:38.437,28/10/2025,"14:45",,Dep. Covatti Filho- Anexo: 4 Gabinete: 228
2063278,4,Anexo IV - A,2025-10-28 14:45:50.593,28/10/2025,"14:45",,Dep. Max Lemos- Anexo: 4 Gabinete: 429
2063279,3,Anexo III,2025-10-28 14:46:05.077,28/10/2025,"14:46",,Dep. Luizianne Lins- Anexo: 4 Gabinete: 713
2063280,4,Anexo IV - A,2025-10-28 14:46:17.953,28/10/2025,"14:46",,Dep. Orlando Silva- Anexo: 4 Gabinete: 217
2063268,4,Anexo IV - A,2025-10-28 14:44:49.920,28/10/2025,"14:44",,Dep. Igor Timo- Anexo: 4 Gabinete: 726
2063269,4,Anexo IV - A,2025-10-28 14:44:54.123,28/10/2025,"14:44",,Dep. Igor Timo- Anexo: 4 Gabinete: 726
2063270,3,Anexo III,2025-10-28 14:44:57.873,28/10/2025,"14:44",4,Plenário 4
2063271,3,Anexo III,2025-10-28 14:45:17.563,28/10/2025,"14:45",,FARMACIA 
2063272,3,Anexo III,2025-10-28 14:45:30.297,28/10/2025,"14:45",,tv camara
2063273,4,Anexo IV - A,2025-10-28 14:45:31.470,28/10/2025,"14:45",,Dep. Nilto Tatto- Anexo: 4 Gabinete: 502
2063262,4,Anexo IV - A,2025-10-28 14:44:25.573,28/10/2025,"14:44",,Dep. Igor Timo- Anexo: 4 Gabinete: 726
2063263,2,Anexo II - A,2025-10-28 14:44:32.973,28/10/2025,"14:44",14,Plenário 14
2063264,3,Anexo III,2025-10-28 14:44:37.083,28/10/2025,"14:44",,BANCADA GAÚCHA
2063265,3,Anexo III,2025-10-28 14:44:41.657,28/10/2025,"14:44",4,Plenário 4
2063266,4,Anexo IV - A,2025-10-28 14:44:47.927,28/10/2025,"14:44",,Dep. Igor Timo- Anexo: 4 Gabinete: 726
2063267,4,Anexo IV - A,2025-10-28 14:44:48.190,28/10/2025,"14:44",,Dep. Igor Timo- Anexo: 4 Gabinete: 726
2063256,2,Anexo II - A,2025-10-28 14:43:30.340,28/10/2025,"14:43",,COMISSOES
2063257,4,Anexo IV - A,2025-10-28 14:43:37.433,28/10/2025,"14:43",,Dep. Bruno Farias- Anexo: 4 Gabinete: 637
2063258,8,Anexo IV - G,2025-10-28 14:44:08.327,28/10/2025,"14:44",,Dep. Adilson Barroso- Anexo: 4 Gabinete: 750
2063259,3,Anexo III,2025-10-28 14:44:14.040,28/10/2025,"14:44",1,Plenário 1
2063260,4,Anexo IV - A,2025-10-28 14:44:15.827,28/10/2025,"14:44",,Dep. Igor Timo- Anexo: 4 Gabinete: 726
2063261,4,Anexo IV - A,2025-10-28 14:44:23.370,28/10/2025,"14:44",,Dep. Bruno Farias- Anexo: 4 Gabinete: 637
2063250,4,Anexo IV - A,2025-10-28 14:42:14.900,28/10/2025,"14:42",,Dep. Rosangela Moro- Anexo: 4 Gabinete: 434
2063251,4,Anexo IV - A,2025-10-28 14:42:15.323,28/10/2025,"14:42",,Dep. Rosangela Moro- Anexo: 4 Gabinete: 434
2063252,2,Anexo II - A,2025-10-28 14:42:27.363,28/10/2025,"14:42",2,Plenário 2
2063253,2,Anexo II - A,2025-10-28 14:42:58.377,28/10/2025,"14:42",,Comissão Segurança Pu
2063254,2,Anexo II - A,2025-10-28 14:43:01.297,28/10/2025,"14:43",,CSP
2063255,8,Anexo IV - G,2025-10-28 14:43:12.793,28/10/2025,"14:43",,Dep. Adilson Barroso- Anexo: 4 Gabinete: 750
2063244,4,Anexo IV - A,2025-10-28 14:41:48.473,28/10/2025,"14:41",,Dep. Benes Leocádio- Anexo: 4 Gabinete: 724
2063245,4,Anexo IV - A,2025-10-28 14:41:48.657,28/10/2025,"14:41",,Dep. Benes Leocádio- Anexo: 4 Gabinete: 724
2063246,2,Anexo II - A,2025-10-28 14:41:51.847,28/10/2025,"14:41",5,Plenário 5
2063247,8,Anexo IV - G,2025-10-28 14:42:02.743,28/10/2025,"14:42",20,Restaurante
2063248,3,Anexo III,2025-10-28 14:42:09.280,28/10/2025,"14:42",,lid.psol
2063249,4,Anexo IV - A,2025-10-28 14:42:14.353,28/10/2025,"14:42",,Dep. Zé Silva- Anexo: 4 Gabinete: 608
2063238,4,Anexo IV - A,2025-10-28 14:40:46.543,28/10/2025,"14:40",,"724"
2063239,4,Anexo IV - A,2025-10-28 14:40:56.957,28/10/2025,"14:40",25,Restaurante SENAC
2063240,4,Anexo IV - A,2025-10-28 14:41:06.347,28/10/2025,"14:41",,Dep. Zé Vitor- Anexo: 4 Gabinete: 525
2063241,2,Anexo II - A,2025-10-28 14:41:06.517,28/10/2025,"14:41",,CSP
2063242,4,Anexo IV - A,2025-10-28 14:41:15.470,28/10/2025,"14:41",,Dep. Zé Vitor- Anexo: 4 Gabinete: 525
2063243,3,Anexo III,2025-10-28 14:41:35.693,28/10/2025,"14:41",,Sala: 136
2063232,4,Anexo IV - A,2025-10-28 14:39:36.600,28/10/2025,"14:39",,Dep. Rafael Prudente- Anexo: 4 Gabinete: 260
2063233,2,Anexo II - A,2025-10-28 14:39:50.307,28/10/2025,"14:39",,Dep. Lêda Borges- Anexo: 4 Gabinete: 742
2063234,4,Anexo IV - A,2025-10-28 14:40:05.393,28/10/2025,"14:40",,Dep. Benes Leocádio- Anexo: 4 Gabinete: 724
